price,space,room,bedroom,furniture,latitude,longitude,city_area,floor,max_floor,apartment_type,renovation_type,balcony
362500,142,5,3,1,41.7172959,44.7752025,Saburtalo District,6,6,new,newly renovated,1
283400,102,3,2,0,41.7243775,44.7671879,Saburtalo District,2,8,old,newly renovated,0
140000,60,2,1,0,41.7918749,44.7553665,Saburtalo District,7,7,new,newly renovated,0
510700,164,4,3,1,41.7245209,44.7537885,Saburtalo District,6,14,new,newly renovated,1
385500,136,4,3,0,41.7081011,44.7696196,Vake District,3,9,new,newly renovated,1
543700,153,4,3,1,41.7205546,44.7676099,Saburtalo District,6,9,new,newly renovated,1
149900,83,3,2,0,41.7936113,44.7646308,Saburtalo District,12,18,new,black frame,1
257000,83,3,2,0,41.7081011,44.7696196,Vake District,3,21,construction,white frame,1
257000,83,3,2,1,41.7141725,44.7596077,Vake District,4,25,construction,white frame,0
257000,83,2,1,0,41.7081011,44.7696196,Vake District,4,25,Constructor,white frame,1
125200,38,2,1,0,41.7903068,44.7593516,Saburtalo District,14,21,new,newly renovated,1
402000,124,4,3,0,41.7307343,44.7439254,Saburtalo District,4,6,new,under renovation,1
240500,91,3,2,0,41.725203,44.7425619,Saburtalo District,7,8,old,newly renovated,1
120300,54,2,1,0,41.7206103,44.7106871,Saburtalo District,2,5,new,white frame,0
346000,120,4,3,1,41.7124996,44.7951604,Chugureti District,4,2,old,old renovation,1
115300,50,2,1,1,41.7525745,44.7636671,Saburtalo District,9,9,old,newly renovated,1
191100,60,2,1,0,41.7245209,44.7537885,Saburtalo District,2,8,old,old renovation,1
411900,120,5,3,1,41.7607336,44.77229274,Didube District,5,14,old,old renovation,0
207600,83,3,2,1,41.7335333,44.798583,Nadzaladevi District,11,15,new,newly renovated,1
79100,25,1,1,1,41.73188365,44.8368763,Other,3,3,new,newly renovated,0
214200,82,3,2,0,41.7903068,44.7593516,Saburtalo District,9,11,new,newly renovated,1
154900,107,4,3,0,41.6929664,44.8670016,Samgori District,1,9,old,newly renovated,0
642500,150,5,3,0,41.7033482,44.8068014,Chugureti District,1,2,old,old renovation,0
59300,20,1,1,1,41.7390529,44.7736615,Didube District,1,3,old,old renovation,0
327900,31.34,1,1,1,41.71241005,44.74556743,Vake District,22,23,new,white frame,1
158200,110,4,3,1,41.7856281,44.8219953,Gldani District,8,9,old,newly renovated,1
1548700,220,4,2,0,41.71019423,44.7537954,Vake District,4,8,new,newly renovated,1
128500,51,2,1,1,41.7335333,44.798583,Nadzaladevi District,11,15,new,newly renovated,1
125600,72.2,3,2,0,41.78581509,44.76293014,Saburtalo District,6,11,new,black frame,1
95700,58.7,2,1,0,41.78579006,44.76281645,Saburtalo District,5,11,construction,black frame,1
107900,62,2,1,0,41.78579097,44.76269835,Saburtalo District,5,11,new,black frame,1
768400,150,4,3,1,41.7013668,44.7687247,Vake District,2,8,new,newly renovated,1
357500,62,2,1,0,41.7857677,44.76267676,Saburtalo District,6,11,new,black frame,1
342700,100,3,2,1,41.720015,44.7407348,Saburtalo District,3,5,new,newly renovated,1
113400,68.3,2,1,0,41.7914713,44.67241249,Saburtalo District,2,8,new,black frame,1
95600,42,2,1,0,41.6887569,44.8909178,Samgori District,3,9,new,newly renovated,1
346000,70,2,1,1,41.7117382,44.7928453,Chugureti District,5,7,old,newly renovated,1
171300,45,2,1,1,41.7297185,44.7685213,Saburtalo District,3,6,old,newly renovated,1
274200,64,3,2,1,41.7249652,44.7765248,Saburtalo District,16,22,new,newly renovated,0
112000,47,2,0,1,41.7210455,44.7405122,Saburtalo District,1,7,new,newly renovated,0
543700,130,4,3,1,41.707897,44.73169445,Vake District,5,11,new,newly renovated,1
191100,42,1,1,0,41.722811,44.7509454,Saburtalo District,2,21,new,newly renovated,1
889700,141,4,3,1,41.7063018,44.7832448,Mtatsminda District,5,7,new,newly renovated,1
